Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb
Tyler Murphy\MurpTy00,PIT,23,,2,0,1,1,100.00%,16,16,0,1,16,16,0.5,8,0
Nick O'Leary\OLeaNi00,BUF,23,,4,0,3,1,33.30%,37,37,0,1,37,12.3,0.3,9.3,0
Brian Parker\ParkBr00,KAN,23,,9,0,2,1,50.00%,6,6,0,0,6,3,0.1,0.7,0
Donald Penn\PennDo20,OAK,32,T,16,16,1,1,100.00%,3,3,0,0,3,3,0.1,0.2,0
Terrelle Pryor\PryoTe00,CLE,26,wr,3,2,8,1,12.50%,42,42,0,1,42,5.3,0.3,14,0
Paul Richardson\RichPa01,SEA,23,,1,0,1,1,100.00%,40,40,0,1,40,40,1,40,0
Aaron Ripkowski\RipkAa00,GNB,23,,15,0,1,1,100.00%,18,18,0,1,18,18,0.1,1.2,0
Jacquizz Rodgers\RodgJa00,CHI,25,,5,0,3,1,33.30%,10,10,0,0,10,3.3,0.2,2,0
Scott Simonson\SimoSc00,CAR,23,,9,0,1,1,100.00%,10,10,0,1,10,10,0.1,1.1,0
Rod Smith\SmitRo06,2TM,23,,11,0,2,1,50.00%,6,6,0,0,6,3,0.1,0.5,0
Matthew Stafford\StafMa00,DET,27,QB,16,16,1,1,100.00%,-6,-6,0,0,-6,-6,0.1,-0.4,4
Rod Streater\StreRo00,OAK,27,,1,0,1,1,100.00%,8,8,0,1,8,8,1,8,0
Geoff Swaim\SwaiGe00,DAL,22,te,4,1,1,1,100.00%,0,0,0,0,0,0,0.3,0,0
Ryan Tannehill\TannRy00,MIA,27,QB,16,16,1,1,100.00%,9,9,0,1,9,9,0.1,0.6,10
Stepfan Taylor\TaylSt00,ARI,24,,16,0,3,1,33.30%,4,4,0,0,4,1.3,0.1,0.3,0
Tyrod Taylor*\TaylTy00,BUF,26,QB/wr,14,14,1,1,100.00%,4,4,0,0,4,4,0.1,0.3,9
Will Tukuafu\TukuWi00,SEA,31,fb,14,1,1,1,100.00%,7,7,1,1,7,7,0.1,0.5,1
C.J. Uzomah\UzomC.00,CIN,22,,5,0,1,1,100.00%,4,4,0,1,4,4,0.2,0.8,0
Tyler Varga\VargTy00,IND,22,,3,0,2,1,50.00%,18,18,0,1,18,9,0.3,6,0
Eric Weems\WeemEr00,ATL,30,,16,0,1,1,100.00%,11,11,0,1,11,11,0.1,0.7,0
Andre Williams\WillAn00,NYG,23,,16,0,3,1,33.30%,7,7,0,0,7,2.3,0.1,0.4,0
Kasen Williams\WillKa02,SEA,23,,2,0,1,1,100.00%,8,8,0,1,8,8,0.5,4,0
Cierre Wood\WoodCi00,BUF,24,,2,0,1,1,100.00%,-6,-6,0,0,-6,-6,0.5,-3,0
